WELLNAME,= 33846-CBL (1),,,,,,
STDEP  =,17,,,,,,
ENDEP  =,10431.5,,,,,,
LEVEL  =,0.5,,,,,,
CURNAMES,"AMP3FT, AMPAVG,","AMPMAX,","AMPMIN, CCL, GR,",LTEN,,,
,,,,,,,
DEPTH,AMP3FT,AMPAVG,AMPMAX,AMPMIN,CCL,GR,LTEN
4367,0    24.1361,38.7867,44.8812,33.0581,0,258.6689,980.4637
4367.5,0    23.9395,37.9959,43.6131,33.022,0,262.5276,982.0464
4368,0    24.5756,36.9042,42.1093,32.2366,0,271.0089,980.4637
4368.5,0    25.1027,35.9361,39.825,30.992,0,266.4754,960.679
4369,0    23.1203,35.4369,40.2919,30.4807,0,251.1742,985.212
4369.5,0    21.8404,35.1868,39.4596,29.5261,0,242.5656,964.636
4370,0    21.4730,34.7979,39.9471,30.5687,0,241.5016,974.1326
4370.5,0    21.4641,34.4694,41.4803,29.0535,0,260.0731,982.8378
4371,0    21.1743,34.197,42.3906,26.768,0,277.3147,976.5067
4371.5,0    21.6637,34.516,42.2351,26.7766,0,254.3516,955.9307
4372,0    21.6800,35.4451,42.4823,28.3484,0,235.4828,964.636
4372.5,0    21.8417,35.5569,41.9449,29.5149,0,242.4448,969.3843
4373,0    21.5878,34.3525,44.2159,28.5703,0,244.4368,989.1689
4373.5,0    19.8924,33.1963,41.769,26.6113,0,229.0694,993.1259
4374,0    17.6165,32.2701,38.8158,25.2012,0,228.8772,979.6723
4374.5,0    16.6022,30.4699,37.6132,24.3519,0,250.0435,956.7221
4375,0    17.6629,28.7393,35.5108,23.2424,0,262.3966,971.7584
4375.5,0    18.1534,27.541,33.1479,21.7798,0,261.5581,956.7221
4376,0    16.9162,25.752,31.5411,20.5456,0,265.6562,973.3412
4376.5,0    17.6240,27.0798,35.5611,20.6232,0,255.1931,986.7947
4377,0    16.2976,23.9816,29.5399,19.9081,0,235.4149,996.2914
4377.5,0    16.3419,24.05,27.3167,20.6152,0,238.9109,963.8446
4378,0    17.9559,26.8578,31.2454,23.4315,0,237.6773,974.924
4378.5,0    20.1165,29.9078,33.4873,26.3935,0,222.9033,963.8446
4379,0    27.5311,42.582,49.1537,37.6885,0,210.6967,982.8378
4379.5,0    31.3103,48.7011,55.2807,42.2734,0,215.6565,985.212
4380,0    29.6885,46.2722,52.3699,40.1473,0,237.8325,978.0895
4380.5,0    27.8518,45.2763,51.6797,39.2004,0,247.1563,955.1393
4381,0    25.3430,43.1042,47.9888,37.0678,0,236.7258,982.8378
4381.5,0    24.9855,41.4051,47.2168,35.7343,0,232.2624,963.8446
4382,0    24.6917,39.9316,46.7181,33.8057,0,233.1887,989.9603
4382.5,0    25.2332,38.7062,45.0947,32.6963,0,207.5835,974.1326
4383,0    24.7971,38.3746,43.987,33.0077,0,163.7052,959.0963
4383.5,0    23.6493,36.8293,41.8662,31.7247,0,148.8213,959.0963
4384,0    22.4749,34.5523,39.3499,30.0561,0,170.0517,968.5929
4384.5,0    20.9977,32.6527,38.1228,28.1728,0,187.6675,980.4637
4385,0    20.3883,31.4507,37.3112,26.6525,0,192.5638,993.9172
4385.5,0    19.2340,30.0402,35.5045,24.9818,0,196.7254,997.0828
4386,0    18.1823,28.2814,34.1357,22.7919,0,194.3948,981.2551
4386.5,0    17.4635,26.4706,32.178,21.3625,0,182.4825,958.3049
4387,0    16.7552,24.9315,29.0527,20.8144,0,174.8904,970.967
4387.5,0    16.2787,24.1618,27.5662,19.8246,0,174.6431,966.2188
4388,0    15.2193,23.2161,25.9534,19.3563,0,186.2407,990.7516
4388.5,0    13.6573,21.7598,26.6024,18.0558,0,195.7057,992.3344
4389,0    13.1838,21.3032,25.6705,17.5481,0,175.4227,1001.8311
4389.5,0    14.5865,22.4391,24.8605,19.6746,0,154.3198,968.5929
4390,0    15.5209,23.6502,26.3516,20.3794,0,154.4654,967.8015
4390.5,0    16.8067,25.6833,29.8962,21.3865,0,159.6187,970.967
4391,0    19.4257,28.8216,34.5118,22.8629,0,158.6149,1000.2483
4391.5,0    21.8782,32.0087,37.3286,26.0514,0,167.2442,1000.2483
4392,0    22.8815,35.1442,40.5872,29.7902,0,172.4659,986.0034
4392.5,0    23.6372,36.7517,42.8076,30.8525,0,149.9021,967.8015
4393,0    24.2712,38.3251,45.3677,31.784,0,134.0728,978.0895
4393.5,0    24.9923,39.5114,46.8415,33.7953,0,147.3652,978.0895
4394,0    25.1250,38.4035,45.8849,31.6758,0,153.9835,993.1259
4394.5,0    25.3735,37.1258,44.5104,30.5443,0,134.4704,994.7086
4395,0    23.6871,35.2679,41.4866,29.7808,0,120.4401,996.2914
4395.5,0    20.5021,32.7961,39.3516,27.3654,0,120.9051,958.3049
4396,0    18.6008,29.8248,34.0285,25.5688,0,131.3257,965.4274
4396.5,0    17.5640,28.2517,31.5197,24.9258,0,149.3816,971.7584
4397,0    17.8044,27.4539,31.4782,24.2728,0,159.4144,1000.2483
4397.5,0    17.6439,26.2149,29.3071,21.9818,0,166.0413,1000.2483
4398,0    16.9216,26.3857,30.9431,21.5926,0,178.5208,986.7947
4398.5,0    17.6450,27.6254,33.4474,22.9304,0,185.7376,977.2982
4399,0    18.9322,30.4807,34.8457,25.5798,0,183.3895,974.1326
4399.5,0    20.5285,33.3465,38.8889,27.6619,0,183.5981,969.3843
4400,0    22.1262,34.9869,43.1305,27.2211,0,184.9851,988.3775
4400.5,0    22.6733,36.1911,42.4043,29.965,0,182.0452,990.7516
4401,0    23.0519,36.8926,41.7553,31.8361,0,178.1975,995.5
4401.5,0    23.7214,36.9352,41.3543,32.4735,0,179.5125,959.8876
4402,0    23.3812,36.1093,40.1275,31.2377,0,179.688,975.7153
4402.5,0    20.5484,34.3095,38.7602,28.1726,0,172.8013,975.7153
4403,0    17.8924,31.322,36.395,25.0977,0,172.8694,993.9172
4403.5,0    17.6343,29.4736,35.1964,23.7311,0,175.7087,996.2914
4404,0    16.6105,28.1138,33.4887,22.7816,0,153.4708,969.3843
4404.5,0    15.8633,26.882,31.1599,22.4034,0,115.603,972.5498
4405,0    15.6292,25.7861,30.2775,22.0696,0,112.1894,978.8809
4405.5,0    15.7614,25.3353,30.7886,21.3794,0,137.1272,982.0464
4406,0    16.5836,26.0092,31.2579,21.326,0,143.3334,989.1689
4406.5,0    18.0127,27.7255,32.4811,22.6758,0,129.8924,990.7516
4407,0    19.2090,29.3218,33.6649,24.6177,0,126.7996,997.0828
4407.5,0    19.8492,31.2105,36.1234,25.5519,0,129.8875,961.4705
4408,0    20.5310,32.4918,37.8709,26.7631,0,136.615,969.3843
4408.5,0    20.3794,32.4219,39.2901,25.6029,0,152.7508,976.5067
4409,0    19.7117,31.2045,38.5654,24.4811,0,160.6831,993.1259
4409.5,0    18.2667,28.613,34.1543,23.7561,0,156.7919,1001.0397
4410,0    16.4468,25.9892,30.9551,21.8086,0,147.1403,976.5067
4410.5,0    14.9383,24.32,28.475,20.13,0,140.3782,981.2551
4411,0    14.6098,24.0032,28.3621,20.4796,0,141.3557,976.5067
4411.5,0    15.8234,25.4036,30.6155,21.7123,0,146.9311,967.0101
4412,0    17.0883,28.2935,34.6813,23.34,0,150.644,983.6292
4412.5,0    18.4337,31.1593,37.0945,25.1109,0,148.4783,993.1259
4413,0    20.5213,33.1442,38.7347,27.5544,0,138.352,993.1259
4413.5,0    22.6229,35.399,42.7698,29.1867,0,139.0287,969.3843
4414,0    24.0301,36.5877,44.7918,28.5024,0,166.2351,974.1326
4414.5,0    24.3994,36.7595,45.7,27.7285,0,187.6557,972.5498
4415,0    23.2898,35.9164,42.3062,28.2649,0,199.1091,984.4206
4415.5,0    21.9282,34.1211,39.0658,28.123,0,209.9848,986.7947
4416,0    21.1133,33.218,37.4223,27.0475,0,207.3033,970.1757
4416.5,0    21.0463,32.8272,36.3199,27.6192,0,192.7263,983.6292
4417,0    21.0097,32.9172,36.2742,29.7976,0,174.0756,991.543
4417.5,0    20.6838,33.5537,36.7794,29.4475,0,166.9678,988.3775
4418,0    19.2505,33.9951,40.0317,26.7609,0,165.8182,1002.6224
4418.5,0    20.5667,36.5454,43.1249,28.1311,0,158.4472,999.4569
4419,0    18.3156,30.0821,34.7111,23.8036,0,158.3315,997.8741
4419.5,0    16.1804,24.8806,30.6151,19.1438,0,164.7509,989.9603
4420,0    17.4045,25.9704,32.5429,19.9717,2,159.7222,973.3412
4420.5,0    18.3894,27.9544,35.4932,21.2745,0,144.6263,974.924
4421,0    24.6550,39.1454,48.0456,30.2797,0,141.8737,996.2914
4421.5,0    33.4600,52.2748,62.7158,40.1023,0,162.5435,996.2914
4422,0    32.6582,51.0523,60.7743,39.7034,0,188.2082,976.5067
4422.5,0    32.3261,51.6423,60.3601,42.3191,0,195.7199,973.3412
4423,0    32.1210,51.6887,60.3853,42.7604,0,187.1631,982.8378
4423.5,0    31.3170,50.3255,59.06,41.2162,0,171.9135,980.4637
4424,0    30.8834,49.3925,58.9036,40.2248,0,163.1783,999.4569
4424.5,0    31.1658,49.8523,60.9972,39.9953,0,189.7347,1004.2052
4425,0    31.6188,50.49,59.3752,40.6948,0,218.5995,978.0895
4425.5,0    32.1057,50.2391,58.3496,40.7725,0,193.4037,988.3775
4426,0    32.0532,50.0191,59.3836,41.9666,0,165.9985,977.2982
4426.5,0    31.7775,50.2609,59.4786,43.1282,0,179.7897,986.0034
4427,0    32.0885,51.2712,60.2336,42.2263,0,193.944,1003.4138
4427.5,0    33.7101,53.5115,62.0405,44.9815,0,191.6998,1012.9105
4428,0    33.9119,55.1221,63.7681,48.8228,0,177.4124,986.0034
4428.5,0    33.8801,55.5947,62.3567,49.46,0,162.9836,962.2618
4429,0    34.0897,55.7403,61.2985,49.9509,0,156.5099,962.2618
4429.5,0    35.3486,57.0836,62.4981,50.1678,0,150.0853,968.5929
4430,0    36.7540,58.4055,65.1045,50.2551,0,144.1408,1000.2483
4430.5,0    36.7545,57.7362,65.9138,49.0547,0,129.7512,998.6655
4431,0    35.4947,56.2663,64.6033,47.9862,0,112.6684,982.0464
4431.5,0    34.1287,54.3221,61.4868,46.5964,0,104.4959,986.7947
4432,0    33.6315,53.0696,58.6089,47.0289,0,103.2034,982.0464
4432.5,0    32.8542,53.1023,57.3312,47.9377,0,108.8351,989.1689
4433,0    32.5411,53.3624,57.4246,49.4847,0,111.8069,997.0828
4433.5,0    33.6920,54.322,59.0383,50.6405,0,114.8168,1007.3707
4434,0    34.9069,55.1793,60.0469,49.9245,0,124.237,982.8378
4434.5,0    35.7682,56.5997,63.4998,49.5247,0,133.2729,979.6723
4435,0    36.3420,58.479,66.7749,51.3091,0,137.6476,989.1689
4435.5,0    36.1813,59.2448,67.0701,51.5387,0,138.8931,978.0895
4436,0    36.3169,58.4681,64.9988,51.1862,0,132.8739,998.6655
4436.5,0    36.9786,57.2492,63.4971,50.5669,0,121.2011,1001.8311
4437,0    35.4454,55.6908,61.5098,49.4226,0,116.1663,970.1757
4437.5,0    34.0239,54.1389,60.0957,48.1367,0,121.8408,999.4569
4438,0    32.9364,52.978,58.872,46.6434,0,132.0606,978.8809
4438.5,0    32.2983,52.1612,59.0904,45.3122,0,147.1163,991.543
4439,0    32.3186,51.1811,58.3867,43.8275,0,149.0944,1000.2483
4439.5,0    31.6460,50.7085,58.0759,42.7841,0,133.103,998.6655
4440,0    30.5100,49.7684,57.337,41.5469,0,127.6344,982.0464
4440.5,0    29.5469,47.8841,54.9103,40.0458,0,130.7165,986.0034
4441,0    28.4971,45.6625,52.7306,37.8956,0,126.3401,995.5
4441.5,0    27.8071,43.6193,49.9131,36.0014,0,121.3852,985.212
4442,0    27.1052,42.3189,49.4969,34.7273,0,116.9677,995.5
4442.5,0    27.0412,42.3389,50.7336,34.9273,0,116.4382,1000.2483
4443,0    27.4154,43.9298,51.8681,36.8237,0,131.3032,965.4274
4443.5,0    28.0592,44.8247,51.9059,37.6767,0,137.8339,980.4637
4444,0    28.2818,44.389,51.2335,37.6853,0,128.9007,970.967
4444.5,0    28.5615,45.5436,51.5286,38.879,0,118.5256,980.4637
4445,0    28.8512,46.5746,52.2088,39.6937,0,120.285,1000.2483
4445.5,0    28.8748,45.8604,51.73,39.1601,0,126.0644,1000.2483
4446,0    28.6637,45.3111,52.3468,38.8744,0,118.3448,978.0895
4446.5,0    29.3850,46.3481,54.3914,39.7444,0,113.1817,993.1259
4447,0    30.6222,48.5069,56.5871,41.4736,0,117.6064,994.7086
4447.5,0    31.8330,50.493,58.1718,42.5106,0,108.1036,977.2982
4448,0    32.3560,52.6155,60.1697,44.0362,0,83.3127,997.0828
4448.5,0    33.5677,54.6232,62.3602,46.2942,0,62.5303,1001.0397
4449,0    35.2794,56.7151,64.7749,48.0533,0,63.0774,971.7584
4449.5,0    36.7009,58.988,67.2428,50.9895,0,67.7247,998.6655
4450,0    37.7499,60.5578,68.1743,53.7293,0,62.0352,982.8378
4450.5,0    37.9550,61.0312,68.5462,53.7834,0,60.9237,990.7516
4451,0    37.8913,61.8311,69.3359,54.3022,0,65.4931,987.5861
4451.5,0    39.4390,63.5051,72.3084,56.7937,0,68.5408,966.2188
4452,0    43.5091,64.562,73.7704,57.774,0,67.3397,967.0101
4452.5,0    44.3177,65.5825,74.9467,58.0937,0,60.9601,980.4637
4453,0    41.1871,65.8592,73.907,57.6303,0,71.103,988.3775
4453.5,0    40.6127,65.6693,74.2201,56.0986,0,98.3419,998.6655
4454,0    40.8182,65.4852,73.7446,56.9687,0,117.4459,1005.788
4454.5,0    40.8311,65.6638,73.563,58.0993,0,130.9787,1003.4138
4455,0    41.1236,66.3045,75.625,58.7083,0,133.1341,980.4637
4455.5,0    41.0176,66.3957,76.131,58.5205,0,119.3908,993.9172
4456,0    40.7754,66.4323,75.9694,58.9886,0,104.8432,975.7153
4456.5,0    41.0864,67.1111,77.0933,58.3759,0,81.4264,990.7516
4457,0    41.8146,67.7764,79.3824,57.6477,0,55.6191,1000.2483
4457.5,0    41.5950,67.451,80.564,57.4048,0,53.6104,1011.3277
4458,0    41.4299,66.7121,78.7294,57.84,0,69.6833,989.1689
4458.5,0    41.5684,67.2032,78.7713,58.287,0,79.9626,986.0034
4459,0    41.5121,67.2472,78.9309,58.8119,0,84.0952,989.1689
4459.5,0    41.0197,66.8777,78.2387,57.6738,0,93.8968,996.2914
4460,0    38.5251,64.1876,74.5211,55.5145,0,109.8218,1007.3707
4460.5,0    35.5749,58.3503,68.2182,51.0908,0,124.8576,993.9172
4461,0    32.7726,51.6657,59.542,45.8199,0,135.0307,975.7153
4461.5,0    22.6501,35.7206,41.0407,31.101,0,131.8587,994.7086
4462,0    18.9833,30.4533,34.6658,25.2001,0,117.8993,979.6723
4462.5,0    19.0394,30.5044,34.8364,25.4374,0,130.7792,993.9172
4463,0    21.1841,33.7294,38.5012,29.8384,0,162.5692,1009.7449
4463.5,0    30.9602,49.9593,58.1894,44.1974,0,163.4886,1012.9105
4464,0    35.2345,57.7941,68.5689,49.4893,0,149.1712,985.212
4464.5,0    35.3611,57.7325,68.4877,48.4239,0,154.4201,988.3775
4465,0    38.4892,62.776,74.6641,51.3594,0,163.7269,982.0464
4465.5,0    39.6210,64.6768,78.0527,53.4563,0,158.942,1004.9966
4466,0    40.9954,64.3827,79.2265,54.566,0,144.6858,1013.7018
4466.5,0    41.3357,63.8416,77.7238,54.8216,0,125.1614,1016.076
4467,0    40.8635,64.8518,76.356,55.9238,0,111.8521,982.8378
4467.5,0    42.0980,66.072,78.1665,55.7188,0,100.1763,995.5
4468,0    43.0037,66.9774,79.3306,54.9692,0,76.7123,986.0034
4468.5,0    42.4061,67.3103,78.4437,56.0544,0,60.9809,990.7516
4469,0    41.9401,67.3305,78.6452,56.9948,0,68.2677,1005.788
4469.5,0    41.7167,67.5614,77.5569,58.8836,0,80.9682,1007.3707
4470,0    41.9458,67.9618,80.0103,58.8807,0,92.4369,986.7947
4470.5,0    41.0367,67.728,78.5461,59.6026,0,101.0509,1003.4138
4471,0    40.8156,67.8418,78.6682,58.6564,0,102.6905,989.9603
4471.5,0    41.3891,68.4552,78.6852,58.7585,0,102.3411,1002.6224
4472,0    39.9255,67.0338,76.4869,56.3418,0,106.4988,995.5
4472.5,0    39.5028,65.1307,73.8284,56.0061,0,123.8599,997.0828
4473,0    39.8321,64.8621,72.652,57.0099,0,164.5181,982.8378
4473.5,0    39.7878,65.4606,72.7479,58.8359,0,209.9634,997.0828
4474,0    40.5517,66.6007,74.7101,60.0698,0,208.0159,989.9603
4474.5,0    40.8942,66.4482,75.0555,59.5332,0,144.7188,997.0828
4475,0    40.5839,66.3514,75.0572,58.8033,0,88.971,997.0828
4475.5,0    40.3771,65.6767,74.5597,58.0604,0,77.5053,1008.1621
4476,0    38.2945,62.2319,70.9583,55.6393,0,87.0228,989.9603
4476.5,0    34.9669,57.362,65.6689,50.7908,0,83.9936,997.0828
4477,0    32.6271,53.1956,60.2427,45.4445,0,73.297,986.0034
4477.5,0    30.8945,49.7576,55.9318,43.002,0,89.036,1004.9966
4478,0    29.7447,46.8055,53.458,41.0325,0,126.042,1017.6588
4478.5,0    28.9698,44.9789,51.9263,39.1102,0,150.1495,1001.0397
4479,0    29.4134,46.3258,53.5156,40.5166,0,163.1545,990.7516
4479.5,0    30.6790,48.664,55.8722,42.8336,0,168.8118,1001.0397
4480,0    30.4375,48.9186,55.9751,42.7138,0,150.9164,980.4637
4480.5,0    28.5934,46.5274,53.8204,40.115,0,136.3007,994.7086
4481,0    27.4113,43.5508,50.4901,37.8768,0,139.9299,1009.7449
4481.5,0    26.6815,42.1072,49.035,37.2647,0,149.9014,1008.9536
4482,0    26.3923,42.3588,48.6922,37.8824,0,176.2606,1000.2483
4482.5,0    26.6353,43.0059,47.7373,38.3404,0,196.163,997.8741
4483,0    27.1117,44.4825,49.4847,40.2716,0,188.0314,998.6655
4483.5,0    27.7406,47.6318,54.8856,43.5489,0,154.0901,1024.7813
4484,0    29.8881,50.1504,60.1209,44.9082,0,126.0803,1022.407
4484.5,0    31.6325,50.6822,60.1931,43.8727,0,130.7503,1009.7449
4485,0    30.8563,50.1994,56.0926,44.6437,0,149.2507,991.543
4485.5,0    29.3705,48.1497,53.2963,42.8407,0,174.897,1014.4932
4486,0    27.7063,43.6778,48.6879,38.7898,0,186.9362,998.6655
4486.5,0    24.4964,37.6379,42.7872,32.5312,0,166.8242,997.8741
4487,0    20.5217,31.9613,35.3141,27.8207,0,145.3667,1020.8243
4487.5,0    17.2146,27.7762,29.6324,25.7223,0,130.216,1016.076
4488,0    14.7700,25.1541,28.029,22.2702,0,122.4362,994.7086
4488.5,0    13.4849,22.9186,27.4833,18.9902,0,125.0507,996.2914
4489,0    12.9623,20.3024,24.2687,16.2327,0,129.9756,993.9172
4489.5,0    13.0967,19.9477,24.0781,16.7758,0,147.8719,1012.9105
4490,0    14.1727,21.3389,25.3722,17.8323,0,170.4265,1011.3277
4490.5,0    15.1270,22.113,26.5474,18.5734,0,170.638,1014.4932
4491,0    15.2432,21.8408,25.9759,17.7597,0,151.251,989.1689
4491.5,0    14.0186,21.5245,25.9551,16.7733,0,144.0175,1000.2483
4492,0    13.8403,21.7556,27.4682,16.8577,0,143.5867,991.543
4492.5,0    15.5061,21.4436,27.6,16.6982,0,140.1987,998.6655
4493,0    13.7884,19.6245,24.1953,15.2395,0,136.019,1017.6588
4493.5,0    11.0377,18.5381,21.4331,15.0663,0,133.892,993.9172
4494,0    11.9699,19.8413,23.7557,17.1994,0,143.8596,1005.788
4494.5,0    13.9166,21.8403,26.4017,19.1792,0,141.8731,1001.0397
4495,0    14.5258,22.3047,26.2882,19.1682,0,135.6935,993.1259
4495.5,0    14.2189,21.9097,26.1383,18.3183,0,141.1312,1014.4932
4496,0    14.3824,21.9067,27.079,17.7142,0,138.1172,1013.7018
4496.5,0    14.0999,21.6386,27.2677,17.5365,0,125.8982,1002.6224
4497,0    12.5831,20.4909,25.7422,16.1379,0,117.7613,990.7516
4497.5,0    11.1685,18.6851,21.562,14.5586,0,118.9047,1001.0397
4498,0    10.9776,16.5944,19.4652,13.3008,0,136.9057,1001.0397
4498.5,0    10.9207,15.6125,21.9781,9.4947,0,152.2357,1008.1621
4499,0    10.7924,15.3727,21.8953,9.3469,0,150.169,1019.2415
4499.5,0    11.9445,16.398,21.3452,11.9319,0,140.248,988.3775
4500,0    13.5248,17.5345,21.8839,12.8498,0,134.409,1004.9966
4500.5,0    12.5597,17.9185,22.0002,14.0906,0,132.7032,993.9172
4501,0    12.1872,18.938,22.6385,15.5342,0,131.8815,996.2914
4501.5,0    13.6972,20.7324,24.4549,17.6992,0,133.9265,1016.076
4502,0    13.8709,20.2495,22.8904,18.1623,0,144.6583,1015.2846
4502.5,0    11.9317,17.8616,20.59,15.8561,0,168.5027,1006.5793
4503,0    9.4585,13.7333,15.9313,10.9292,0,164.8628,987.5861
4503.5,0    9.0812,12.6984,17.1174,8.3062,0,140.3118,1006.5793
4504,0    8.9018,13.0183,18.6717,7.7957,2,131.2469,986.7947
4504.5,0    9.0222,13.4396,18.4989,9.2713,0,126.3338,1008.1621
4505,0    11.8467,17.5193,22.8749,13.7423,0,134.2213,1021.6157
4505.5,0    12.9340,18.4504,22.7055,14.192,0,148.2598,991.543
4506,0    12.5936,17.4812,22.0951,14.0502,0,153.2599,1000.2483
4506.5,0    13.1474,18.7362,23.505,15.1566,0,163.2495,989.1689
4507,0    12.3344,18.1566,21.7192,14.5292,0,168.7786,989.1689
4507.5,0    11.0602,16.6593,20.1029,13.6705,0,155.294,1012.1191
4508,0    10.4684,15.2617,18.3328,12.8478,0,133.5248,1026.364
4508.5,0    10.2711,13.9531,18.2436,11.0149,0,120.518,1020.0329
4509,0    9.3384,12.9367,16.8727,10.5689,0,127.3185,998.6655
4509.5,0    8.5163,12.3537,16.6419,9.1988,0,133.7399,1012.1191
4510,0    8.3400,11.7183,16.6195,9.0061,0,129.4874,993.1259
4510.5,0    8.5329,11.8237,15.2259,9.0242,0,135.0894,1023.1984
4511,0    9.2506,12.4838,15.8173,9.6093,0,155.0436,1023.1984
4511.5,0    9.5693,13.161,16.6679,10.6398,0,166.5033,1001.0397
4512,0    8.6976,12.9096,18.8091,9.7773,0,148.1819,1012.9105
4512.5,0    8.3767,12.2977,16.0452,10.0208,0,134.2906,997.8741
4513,0    8.1256,12.2993,14.4477,10.3658,0,141.5166,997.0828
4513.5,0    8.6303,12.7482,15.4616,10.6814,0,148.0601,1019.2415
4514,0    9.7489,13.9921,16.9263,11.2821,0,148.6526,1027.1554
4514.5,0    10.8096,15.3971,19.3739,12.3551,0,139.3842,1016.076
4515,0    11.5398,17.0224,21.5099,13.6954,0,132.4364,1002.6224
4515.5,0    12.2474,18.4087,23.1428,15.947,0,135.9933,1023.9898
4516,0    12.8819,18.9493,23.4744,15.8621,0,141.0086,1002.6224
4516.5,0    13.3045,20.1794,23.8339,17.1376,0,134.4189,1027.1554
4517,0    13.4789,20.3922,23.6072,18.0423,0,132.8398,1020.8243
4517.5,0    13.6606,19.1528,22.2156,16.0716,0,152.7858,986.7947
4518,0    12.3654,18.7342,21.2941,16.1609,0,168.1597,1004.9966
4518.5,0    11.4058,18.9572,21.5876,16.666,0,162.0938,1000.2483
4519,0    11.2410,18.4487,20.8866,16.0166,0,145.0699,999.4569
4519.5,0    11.6108,17.8036,20.6865,15.1681,0,130.8356,1022.407
4520,0    11.6243,17.7649,21.7517,14.6933,0,128.8811,990.7516
4520.5,0    11.5561,18.3904,22.092,15.4431,0,142.44,982.0464
4521,0    11.3251,18.6022,21.4174,15.7181,0,153.5369,984.4206
4521.5,0    10.6494,17.3917,20.9413,14.3636,0,154.3954,1005.788
4522,0    9.3606,15.6922,17.9763,13.441,0,154.9418,1001.0397
4522.5,0    8.3948,14.1035,17.5785,12.4351,0,140.9845,1027.1554
4523,0    9.1563,12.9497,16.7115,10.7923,0,128.4365,1026.364
4523.5,0    10.7732,12.7522,15.8033,10.1137,0,136.1234,999.4569
4524,0    11.6160,12.6966,15.5432,10.4011,0,137.8188,1012.1191
4524.5,0    10.8684,12.9246,16.248,10.2989,0,137.7993,1005.788
4525,0    10.0716,13.957,16.7802,10.748,0,138.6474,1002.6224
4525.5,0    9.9016,14.5174,18.1448,11.0161,0,128.7355,1019.2415
4526,0    10.4200,15.5491,19.0651,12.4411,0,123.624,1018.4501
4526.5,0    10.8411,16.6864,19.8672,14.2701,0,134.7579,1007.3707
4527,0    11.3005,17.3303,20.1655,14.7877,0,145.2367,990.7516
4527.5,0    11.5800,17.4271,20.8894,13.7949,0,138.5157,996.2914
4528,0    12.4190,17.0295,20.413,12.34,0,131.8087,1009.7449
4528.5,0    11.4511,16.5973,19.6854,13.0643,0,132.9953,1019.2415
4529,0    10.9334,15.3921,17.9854,12.3876,0,126.3608,1023.9898
4529.5,0    10.6014,14.5205,17.5021,11.3023,0,124.9001,993.9172
4530,0    10.5781,14.4163,17.3406,11.9528,0,132.6421,1017.6588
4530.5,0    9.6326,13.8327,16.2174,11.1991,0,132.0936,1008.1621
4531,0    9.3693,13.4612,15.7536,11.5196,0,128.6775,1004.2052
4531.5,0    9.8322,14.0797,19.5771,11.4359,0,121.3827,1020.0329
4532,0    9.7950,14.2044,19.0181,11.7562,0,120.0131,1020.8243
4532.5,0    9.6731,14.342,16.8951,12.06,0,141.7901,1012.9105
4533,0    10.6669,15.2862,17.837,13.2788,0,160.4537,993.9172
4533.5,0    11.3123,16.3631,18.5673,14.1273,0,157.2261,988.3775
4534,0    11.8199,17.7502,20.5087,15.704,0,156.306,1016.076
4534.5,0    13.0742,19.6997,22.585,17.811,0,167.103,1031.1123
4535,0    13.9786,20.5357,24.4369,18.1173,0,161.4175,1029.5295
4535.5,0    13.8526,19.7689,23.7016,16.7087,0,135.6574,993.9172
4536,0    12.7241,18.3997,21.8099,15.0442,0,123.5338,1003.4138
4536.5,0    12.0575,17.8271,21.0284,13.9153,0,129.5262,1006.5793
4537,0    13.2286,20.1362,24.5311,15.7199,0,145.4781,1004.2052
4537.5,0    14.0438,22.2218,27.6434,17.9323,0,165.0924,1015.2846
4538,0    15.1573,24.5133,31.4698,18.9672,0,159.2383,1020.0329
4538.5,0    17.7387,28.4307,35.6685,22.3153,0,147.2075,1013.7018
4539,0    19.5317,31.7637,38.0959,26.8743,0,160.753,1023.1984
4539.5,0    20.2243,32.4126,39.2854,27.1857,0,176.972,998.6655
4540,0    19.3706,30.9654,39.1756,24.3762,0,164.1778,1015.2846
4540.5,0    18.0702,28.8796,37.1264,22.2408,0,138.8869,1032.6951
4541,0    17.1520,27.0208,33.4144,20.929,0,127.5506,1022.407
4541.5,0    16.3331,25.7646,31.9023,20.4503,0,122.4971,997.8741
4542,0    15.3695,25.5219,32.5585,20.4035,0,119.0457,1008.9536
4542.5,0    16.4254,26.0524,34.7699,20.4945,0,131.5883,996.2914
4543,0    17.1262,25.9738,34.8347,20.2109,0,155.897,1023.9898
4543.5,0    15.3350,23.6677,30.2275,19.1233,0,163.0509,1027.1554
4544,0    13.6662,19.7989,23.9126,16.855,0,149.5257,1031.1123
4544.5,0    13.7373,18.7838,23.288,15.843,0,146.0703,1017.6588
4545,0    14.5402,20.1192,25.2707,16.5546,0,148.0692,1016.076
4545.5,0    13.8023,19.803,25.1596,16.8986,0,146.3839,998.6655
4546,0    13.4655,19.6589,24.7546,16.395,0,146.7078,1017.6588
4546.5,0    15.5882,23.1144,28.365,19.1749,0,151.0738,1023.1984
4547,0    17.6715,26.6698,32.6828,21.2111,0,146.1909,1022.407
4547.5,0    19.4158,30.2172,36.6667,24.7025,0,142.5317,997.8741
4548,0    19.6496,30.6905,37.3631,24.7278,0,150.3934,1015.2846
4548.5,0    18.9527,28.9656,35.7319,22.9051,0,165.3847,1007.3707
